sentence_id,audio_file_name,audio_absolute_path,audio_created_at,current_english_sentence,current_persian_translation,stored_audio_source_text,historical_source_text,evidence_method,historical_candidate_count,snapshot_commit,snapshot_created_at,snapshot_delay_minutes,local_sentence_url,priority,review_status,qa_score
1846,s__1846__sentence_en_meaning_fa__1775591816650.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1846__sentence_en_meaning_fa__1775591816650.mp3,2026-04-07T19:56:56.650Z,She applied for a job at the new company.,او برای یک شغل در شرکت جدید درخواست دادن کرد.,او برای یک شغل در شرکت جدید درخواست دادن کرد.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,44,http://localhost:3000/words/tables/sentences?ids=1846,3,unresolved_historical_source,9
1847,s__1847__sentence_en_meaning_fa__1775591816904.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1847__sentence_en_meaning_fa__1775591816904.mp3,2026-04-07T19:56:56.904Z,You should apply this method to solve the problem.,تو باید این روش را برای حل مسئله استفاده کردن کنی.,تو باید این روش را برای حل مسئله استفاده کردن کنی.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,44,http://localhost:3000/words/tables/sentences?ids=1847,3,unresolved_historical_source,9
1848,s__1848__sentence_en_meaning_fa__1775591817179.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1848__sentence_en_meaning_fa__1775591817179.mp3,2026-04-07T19:56:57.179Z,Apply the new theme across all customer pages.,تم جدید را در تمام صفحه های مشتری اعمال کنید.,تم جدید را در تمام صفحه های مشتری اعمال کنید.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,44,http://localhost:3000/words/tables/sentences?ids=1848,3,unresolved_historical_source,9
1849,s__1849__sentence_en_meaning_fa__1775591817629.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1849__sentence_en_meaning_fa__1775591817629.mp3,2026-04-07T19:56:57.629Z,They netted off the swimming area to keep sharks away.,آن‌ها منطقهٔ شنا را با تور محصور کردن کردند تا کوسه‌ها را دور نگه دارند.,آن‌ها منطقهٔ شنا را با تور محصور کردن کردند تا کوسه‌ها را دور نگه دارند.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,44,http://localhost:3000/words/tables/sentences?ids=1849,3,unresolved_historical_source,9
1850,s__1850__sentence_en_meaning_fa__1775591818063.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1850__sentence_en_meaning_fa__1775591818063.mp3,2026-04-07T19:56:58.063Z,The fire blazed brightly in the fireplace.,آتش در شومینه به‌روشنی شعله کشیدن می‌کرد.,آتش در شومینه به‌روشنی شعله کشیدن می‌کرد.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,44,http://localhost:3000/words/tables/sentences?ids=1850,3,unresolved_historical_source,9
1851,s__1851__sentence_en_meaning_fa__1775591818406.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1851__sentence_en_meaning_fa__1775591818406.mp3,2026-04-07T19:56:58.406Z,Firefighters rushed to control the blaze downtown.,آتش‌نشانان برای کنترل آتش شدید در مرکز شهر شتافتند.,آتش‌نشانان برای کنترل آتش شدید در مرکز شهر شتافتند.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,44,http://localhost:3000/words/tables/sentences?ids=1851,3,unresolved_historical_source,9
1852,s__1852__sentence_en_meaning_fa__1775591818741.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1852__sentence_en_meaning_fa__1775591818741.mp3,2026-04-07T19:56:58.741Z,They blazed a trail through the forest for hikers.,آن‌ها مسیری را در جنگل برای کوهنوردان مسیر را علامت گذاری کردن کردند.,آن‌ها مسیری را در جنگل برای کوهنوردان مسیر را علامت گذاری کردن کردند.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,44,http://localhost:3000/words/tables/sentences?ids=1852,3,unresolved_historical_source,9
1853,s__1853__sentence_en_meaning_fa__1775591819184.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1853__sentence_en_meaning_fa__1775591819184.mp3,2026-04-07T19:56:59.184Z,Make sure the wheels are aligned before driving.,مطمئن شو چرخ‌ها قبل از رانندگی هم راستا کردن هستند.,مطمئن شو چرخ‌ها قبل از رانندگی هم راستا کردن هستند.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,44,http://localhost:3000/words/tables/sentences?ids=1853,3,unresolved_historical_source,9
1854,s__1854__sentence_en_meaning_fa__1775591819486.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1854__sentence_en_meaning_fa__1775591819486.mp3,2026-04-07T19:56:59.486Z,We need to align our goals before starting the project.,ما باید اهداف خود را قبل از شروع پروژه هماهنگ کردن کنیم.,ما باید اهداف خود را قبل از شروع پروژه هماهنگ کردن کنیم.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,44,http://localhost:3000/words/tables/sentences?ids=1854,3,unresolved_historical_source,9
1855,s__1855__sentence_en_meaning_fa__1775591819792.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1855__sentence_en_meaning_fa__1775591819792.mp3,2026-04-07T19:56:59.792Z,Their views align on most political issues.,دیدگاه‌های آن‌ها در بیشتر مسائل سیاسی هم نظر شدن است.,دیدگاه‌های آن‌ها در بیشتر مسائل سیاسی هم نظر شدن است.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,44,http://localhost:3000/words/tables/sentences?ids=1855,3,unresolved_historical_source,9
1856,s__1856__sentence_en_meaning_fa__1775591820082.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1856__sentence_en_meaning_fa__1775591820082.mp3,2026-04-07T19:57:00.082Z,Be careful not to fall on the wet floor.,مراقب باش روی کف خیس افتادن نکنی.,مراقب باش روی کف خیس افتادن نکنی.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,44,http://localhost:3000/words/tables/sentences?ids=1856,3,unresolved_historical_source,9
1857,s__1857__sentence_en_meaning_fa__1775591820359.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1857__sentence_en_meaning_fa__1775591820359.mp3,2026-04-07T19:57:00.359Z,The temperature will fall overnight.,دما در طول شب سقوط کردن خواهد کرد.,دما در طول شب سقوط کردن خواهد کرد.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,44,http://localhost:3000/words/tables/sentences?ids=1857,3,unresolved_historical_source,9
1858,s__1858__sentence_en_meaning_fa__1775591820636.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1858__sentence_en_meaning_fa__1775591820636.mp3,2026-04-07T19:57:00.636Z,Leaves turn colorful in the fall.,برگ‌ها در پاییز رنگارنگ می‌شوند.,برگ‌ها در پاییز رنگارنگ می‌شوند.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,44,http://localhost:3000/words/tables/sentences?ids=1858,3,unresolved_historical_source,9
1859,s__1859__sentence_en_meaning_fa__1775591820915.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1859__sentence_en_meaning_fa__1775591820915.mp3,2026-04-07T19:57:00.915Z,We hiked to see the beautiful fall in the mountains.,ما برای دیدن آبشار زیبا در کوه‌ها پیاده‌روی کردیم.,ما برای دیدن آبشار زیبا در کوه‌ها پیاده‌روی کردیم.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,44,http://localhost:3000/words/tables/sentences?ids=1859,3,unresolved_historical_source,9
1860,s__1860__sentence_en_meaning_fa__1775591821190.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1860__sentence_en_meaning_fa__1775591821190.mp3,2026-04-07T19:57:01.190Z,The desert stretches across a vast area.,بیابان در یک منطقهٔ وسیع گسترده شده است.,بیابان در یک منطقهٔ وسیع گسترده شده است.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,44,http://localhost:3000/words/tables/sentences?ids=1860,3,unresolved_historical_source,9
1861,s__1861__sentence_en_meaning_fa__1775591821469.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1861__sentence_en_meaning_fa__1775591821469.mp3,2026-04-07T19:57:01.469Z,They have a vast amount of data to analyze.,آن‌ها مقدار بسیار زیاد داده برای تحلیل دارند.,آن‌ها مقدار بسیار زیاد داده برای تحلیل دارند.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,44,http://localhost:3000/words/tables/sentences?ids=1861,3,unresolved_historical_source,9
1862,s__1862__sentence_en_meaning_fa__1775591821762.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1862__sentence_en_meaning_fa__1775591821762.mp3,2026-04-07T19:57:01.762Z,He made a treacherous move against his closest ally.,او یک حرکت خیانتکار علیه نزدیک‌ترین متحد خود انجام داد.,او یک حرکت خیانتکار علیه نزدیک‌ترین متحد خود انجام داد.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,43.9,http://localhost:3000/words/tables/sentences?ids=1862,3,unresolved_historical_source,9
1863,s__1863__sentence_en_meaning_fa__1775591822079.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1863__sentence_en_meaning_fa__1775591822079.mp3,2026-04-07T19:57:02.079Z,The icy road became treacherous during the storm.,جادهٔ یخی در طول طوفان خطرناک شد.,جادهٔ یخی در طول طوفان خطرناک شد.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,43.9,http://localhost:3000/words/tables/sentences?ids=1863,3,unresolved_historical_source,9
1866,s__1866__sentence_en_meaning_fa__1775591823135.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1866__sentence_en_meaning_fa__1775591823135.mp3,2026-04-07T19:57:03.135Z,I felt queasy after eating too much junk food.,بعد از خوردن غذای ناسالم زیاد، حالت تهوع داشتن کردم.,بعد از خوردن غذای ناسالم زیاد، حالت تهوع داشتن کردم.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,43.9,http://localhost:3000/words/tables/sentences?ids=1866,3,unresolved_historical_source,9
1867,s__1867__sentence_en_meaning_fa__1775591823469.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1867__sentence_en_meaning_fa__1775591823469.mp3,2026-04-07T19:57:03.469Z,She attended a tech convention last weekend.,او آخر هفتهٔ گذشته در یک همایش فناوری شرکت کرد.,او آخر هفتهٔ گذشته در یک همایش فناوری شرکت کرد.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,43.9,http://localhost:3000/words/tables/sentences?ids=1867,3,unresolved_historical_source,9
1868,s__1868__sentence_en_meaning_fa__1775591823764.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1868__sentence_en_meaning_fa__1775591823764.mp3,2026-04-07T19:57:03.764Z,"By convention, guests are greeted at the door.",بر اساس عرف، مهمان‌ها در درب خوش‌آمدگویی می‌شوند.,بر اساس عرف، مهمان‌ها در درب خوش‌آمدگویی می‌شوند.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,43.9,http://localhost:3000/words/tables/sentences?ids=1868,3,unresolved_historical_source,9
1869,s__1869__sentence_en_meaning_fa__1775591824072.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1869__sentence_en_meaning_fa__1775591824072.mp3,2026-04-07T19:57:04.072Z,The countries signed a convention to protect the environment.,کشورها یک قرارداد برای حفاظت از محیط زیست امضا کردند.,کشورها یک قرارداد برای حفاظت از محیط زیست امضا کردند.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,43.9,http://localhost:3000/words/tables/sentences?ids=1869,3,unresolved_historical_source,9
1870,s__1870__sentence_en_meaning_fa__1775591824560.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1870__sentence_en_meaning_fa__1775591824560.mp3,2026-04-07T19:57:04.560Z,He threw the rubbish into the bin outside.,او زباله را داخل سطل بیرون انداخت.,او زباله را داخل سطل بیرون انداخت.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,43.9,http://localhost:3000/words/tables/sentences?ids=1870,3,unresolved_historical_source,9
1871,s__1871__sentence_en_meaning_fa__1775591824857.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1871__sentence_en_meaning_fa__1775591824857.mp3,2026-04-07T19:57:04.857Z,That's complete rubbish and makes no sense.,این کاملاً مزخرف است و هیچ معنایی ندارد.,این کاملاً مزخرف است و هیچ معنایی ندارد.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,43.9,http://localhost:3000/words/tables/sentences?ids=1871,3,unresolved_historical_source,9
1872,s__1872__sentence_en_meaning_fa__1775591825138.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1872__sentence_en_meaning_fa__1775591825138.mp3,2026-04-07T19:57:05.138Z,The animals found sanctuary in the protected forest.,حیوانات در جنگل حفاظت‌شده پناهگاه پیدا کردند.,حیوانات در جنگل حفاظت‌شده پناهگاه پیدا کردند.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,43.9,http://localhost:3000/words/tables/sentences?ids=1872,3,unresolved_historical_source,9
1873,s__1873__sentence_en_meaning_fa__1775591825405.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1873__sentence_en_meaning_fa__1775591825405.mp3,2026-04-07T19:57:05.405Z,They entered the sanctuary of the old temple quietly.,آن‌ها به آرامی وارد مکان مقدس معبد قدیمی شدند.,آن‌ها به آرامی وارد مکان مقدس معبد قدیمی شدند.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,43.9,http://localhost:3000/words/tables/sentences?ids=1873,3,unresolved_historical_source,9
1874,s__1874__sentence_en_meaning_fa__1775591825689.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1874__sentence_en_meaning_fa__1775591825689.mp3,2026-04-07T19:57:05.689Z,"After the workout, his shirt was soaked with perspiration.",پس از تمرین، پیراهن او با تعریق خیس شده بود.,پس از تمرین، پیراهن او با تعریق خیس شده بود.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,43.9,http://localhost:3000/words/tables/sentences?ids=1874,3,unresolved_historical_source,9
1875,s__1875__sentence_en_meaning_fa__1775591825964.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1875__sentence_en_meaning_fa__1775591825964.mp3,2026-04-07T19:57:05.964Z,Blood flows through tiny capillaries in the skin.,خون از طریق مویرگ‌های کوچک در پوست جریان دارد.,خون از طریق مویرگ‌های کوچک در پوست جریان دارد.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,43.9,http://localhost:3000/words/tables/sentences?ids=1875,3,unresolved_historical_source,9
1876,s__1876__sentence_en_meaning_fa__1775591826272.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1876__sentence_en_meaning_fa__1775591826272.mp3,2026-04-07T19:57:06.272Z,He tried to con people out of their money online.,او سعی کرد مردم را به صورت آنلاین کلاه برداری کردن از پولشان.,او سعی کرد مردم را به صورت آنلاین کلاه برداری کردن از پولشان.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,43.9,http://localhost:3000/words/tables/sentences?ids=1876,3,unresolved_historical_source,9
1877,s__1877__sentence_en_meaning_fa__1775591826612.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1877__sentence_en_meaning_fa__1775591826612.mp3,2026-04-07T19:57:06.612Z,The con was arrested after the scam was exposed.,کلاه بردار پس از افشای تقلب دستگیر شد.,کلاه بردار پس از افشای تقلب دستگیر شد.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,43.9,http://localhost:3000/words/tables/sentences?ids=1877,3,unresolved_historical_source,9
1878,s__1878__sentence_en_meaning_fa__1775591826877.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1878__sentence_en_meaning_fa__1775591826877.mp3,2026-04-07T19:57:06.877Z,One con of this plan is the high cost.,یکی از نقطه ضعف‌های این طرح هزینهٔ بالا است.,یکی از نقطه ضعف‌های این طرح هزینهٔ بالا است.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,43.9,http://localhost:3000/words/tables/sentences?ids=1878,3,unresolved_historical_source,9
1879,s__1879__sentence_en_meaning_fa__1775591827238.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1879__sentence_en_meaning_fa__1775591827238.mp3,2026-04-07T19:57:07.238Z,The garden is shaped like a perfect quadrangle.,باغ به شکل یک چهارضلعی کامل است.,باغ به شکل یک چهارضلعی کامل است.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,43.9,http://localhost:3000/words/tables/sentences?ids=1879,3,unresolved_historical_source,9
1880,s__1880__sentence_en_meaning_fa__1775591827472.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1880__sentence_en_meaning_fa__1775591827472.mp3,2026-04-07T19:57:07.472Z,Students gathered in the quadrangle between classes.,دانشجویان بین کلاس‌ها در حیاط چهارگوش جمع شدند.,دانشجویان بین کلاس‌ها در حیاط چهارگوش جمع شدند.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,43.9,http://localhost:3000/words/tables/sentences?ids=1880,3,unresolved_historical_source,9
1881,s__1881__sentence_en_meaning_fa__1775591827830.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1881__sentence_en_meaning_fa__1775591827830.mp3,2026-04-07T19:57:07.830Z,She transcribed the interview from the audio recording.,او مصاحبه را از ضبط صوت به صورت نوشتاری در آورد.,او مصاحبه را از ضبط صوت به صورت نوشتاری در آورد.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,43.8,http://localhost:3000/words/tables/sentences?ids=1881,3,unresolved_historical_source,9
1882,s__1882__sentence_en_meaning_fa__1775591828143.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1882__sentence_en_meaning_fa__1775591828143.mp3,2026-04-07T19:57:08.143Z,The strong wind blew down several trees during the storm.,باد شدید چندین درخت را در طول طوفان با باد افتاد.,باد شدید چندین درخت را در طول طوفان با باد افتاد.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,43.8,http://localhost:3000/words/tables/sentences?ids=1882,3,unresolved_historical_source,9
1883,s__1883__sentence_en_meaning_fa__1775591828729.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1883__sentence_en_meaning_fa__1775591828729.mp3,2026-04-07T19:57:08.729Z,She cut the broccoli into small florets before cooking.,او قبل از پخت، بروکلی را به گلچه‌های کوچک برید.,او قبل از پخت، بروکلی را به گلچه‌های کوچک برید.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,43.8,http://localhost:3000/words/tables/sentences?ids=1883,3,unresolved_historical_source,9
1884,s__1884__sentence_en_meaning_fa__1775591829114.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1884__sentence_en_meaning_fa__1775591829114.mp3,2026-04-07T19:57:09.114Z,They insulated the walls to keep the house warm.,آن‌ها دیوارها را عایق کردند تا خانه گرم بماند.,آن‌ها دیوارها را عایق کردند تا خانه گرم بماند.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,43.8,http://localhost:3000/words/tables/sentences?ids=1884,3,unresolved_historical_source,9
1885,s__1885__sentence_en_meaning_fa__1775591829409.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1885__sentence_en_meaning_fa__1775591829409.mp3,2026-04-07T19:57:09.409Z,The ambulance siren woke everyone in the neighborhood.,آژیر آمبولانس همه را در محله بیدار کرد.,آژیر آمبولانس همه را در محله بیدار کرد.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,43.8,http://localhost:3000/words/tables/sentences?ids=1885,3,unresolved_historical_source,9
1886,s__1886__sentence_en_meaning_fa__1775591829695.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1886__sentence_en_meaning_fa__1775591829695.mp3,2026-04-07T19:57:09.695Z,"In the story, the siren lured sailors toward danger.",در داستان، زن اغواگر دریانوردان را به سوی خطر کشاند.,در داستان، زن اغواگر دریانوردان را به سوی خطر کشاند.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,43.8,http://localhost:3000/words/tables/sentences?ids=1886,3,unresolved_historical_source,9
1887,s__1887__sentence_en_meaning_fa__1775591830057.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1887__sentence_en_meaning_fa__1775591830057.mp3,2026-04-07T19:57:10.057Z,She brought up the issue during the meeting.,او مسئله را در طول جلسه مطرح کرد.,او مسئله را در طول جلسه مطرح کرد.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,43.8,http://localhost:3000/words/tables/sentences?ids=1887,3,unresolved_historical_source,9
1888,s__1888__sentence_en_meaning_fa__1775591830315.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__1888__sentence_en_meaning_fa__1775591830315.mp3,2026-04-07T19:57:10.315Z,The drought caused serious damage to the crops this year.,خشکسالی امسال آسیب جدی به محصولات وارد کرد.,خشکسالی امسال آسیب جدی به محصولات وارد کرد.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,43.8,http://localhost:3000/words/tables/sentences?ids=1888,3,unresolved_historical_source,9
2109,s__2109__sentence_en_meaning_fa__1775591830687.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__2109__sentence_en_meaning_fa__1775591830687.mp3,2026-04-07T19:57:10.687Z,Green algae covered the surface of the still pond.,جلبک سبز سطح برکهٔ ساکن را پوشاند.,جلبک سبز سطح برکهٔ ساکن را پوشاند.,,,0,e5b094cac,2026-04-07T20:40:58.735Z,43.8,http://localhost:3000/words/tables/sentences?ids=2109,3,unresolved_historical_source,9
2214,s__2214__sentence_en_meaning_fa__1769810024967.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__2214__sentence_en_meaning_fa__1769810024967.mp3,2026-01-30T21:53:44.967Z,My shoulder feels sore after the workout.,شانه من بعد از تمرین دردناک است.,شانه من بعد از تمرین دردناک است.,,,0,1828a8857,2026-01-30T23:43:46.865Z,110,http://localhost:3000/words/tables/sentences?ids=2214,3,unresolved_historical_source,9
2254,s__2254__sentence_en_meaning_fa__1769810036642.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__2254__sentence_en_meaning_fa__1769810036642.mp3,2026-01-30T21:53:56.642Z,Please do not interfere with how I raise my kids.,لطفا در شیوه بزرگ کردن بچه هایم دخالت نکن.,لطفا در شیوه بزرگ کردن بچه هایم دخالت نکن.,,,0,1828a8857,2026-01-30T23:43:46.865Z,109.8,http://localhost:3000/words/tables/sentences?ids=2254,3,unresolved_historical_source,9
2457,s__2457__sentence_en_meaning_fa__1769810092901.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__2457__sentence_en_meaning_fa__1769810092901.mp3,2026-01-30T21:54:52.901Z,Changing this file may alter every product page.,تغییر این فایل ممکن است تمام صفحه های محصول را تغییر دهد.,تغییر این فایل ممکن است تمام صفحه های محصول را تغییر دهد.,,,0,1828a8857,2026-01-30T23:43:46.865Z,108.9,http://localhost:3000/words/tables/sentences?ids=2457,3,unresolved_historical_source,9
2513,s__2513__sentence_en_meaning_fa__1769810112534.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__2513__sentence_en_meaning_fa__1769810112534.mp3,2026-01-30T21:55:12.534Z,Her English proficiency helped her get the job.,مهارت انگلیسی او کمک کرد که شغل را بگیرد.,مهارت انگلیسی او کمک کرد که شغل را بگیرد.,,,0,1828a8857,2026-01-30T23:43:46.865Z,108.6,http://localhost:3000/words/tables/sentences?ids=2513,3,unresolved_historical_source,9
2870,s__2870__sentence_en_meaning_fa__1769810235537.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__2870__sentence_en_meaning_fa__1769810235537.mp3,2026-01-30T21:57:15.537Z,Sharing that file would violate company policy.,به اشتراک گذاشتن آن فایل، سیاست شرکت را نقض می کند.,به اشتراک گذاشتن آن فایل، سیاست شرکت را نقض می کند.,,,0,1828a8857,2026-01-30T23:43:46.865Z,106.5,http://localhost:3000/words/tables/sentences?ids=2870,3,unresolved_historical_source,9
3031,s__3031__sentence_en_meaning_fa__1769810292298.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__3031__sentence_en_meaning_fa__1769810292298.mp3,2026-01-30T21:58:12.298Z,Each independent service can be updated without stopping others.,هر سرویس مستقل می تواند بدون متوقف کردن سرویس های دیگر به روز شود.,هر سرویس مستقل می تواند بدون متوقف کردن سرویس های دیگر به روز شود.,,,0,1828a8857,2026-01-30T23:43:46.865Z,105.6,http://localhost:3000/words/tables/sentences?ids=3031,3,unresolved_historical_source,9
3127,s__3127__sentence_en_meaning_fa__1769810327388.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__3127__sentence_en_meaning_fa__1769810327388.mp3,2026-01-30T21:58:47.388Z,I like to hang out with my cousins on weekends.,من دوست دارم آخر هفته ها با پسرعموهایم وقت بگذرانم.,من دوست دارم آخر هفته ها با پسرعموهایم وقت بگذرانم.,,,0,1828a8857,2026-01-30T23:43:46.865Z,105,http://localhost:3000/words/tables/sentences?ids=3127,3,unresolved_historical_source,9
3447,s__3447__sentence_en_meaning_fa__1769810445259.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__3447__sentence_en_meaning_fa__1769810445259.mp3,2026-01-30T22:00:45.259Z,The admin and customer areas have distinct layouts.,بخش های مدیر و مشتری چیدمان های متمایزی دارند.,بخش های مدیر و مشتری چیدمان های متمایزی دارند.,,,0,1828a8857,2026-01-30T23:43:46.865Z,103,http://localhost:3000/words/tables/sentences?ids=3447,3,unresolved_historical_source,9
3564,s__3564__sentence_en_meaning_fa__1775601101705.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__3564__sentence_en_meaning_fa__1775601101705.mp3,2026-04-07T22:31:41.705Z,They use barley to make bread and beer.,آن‌ها از جو برای درست کردن نان و آبجو استفاده می‌کنند.,آن‌ها از جو برای درست کردن نان و آبجو استفاده می‌کنند.,,,0,69487c5fa,2026-04-08T09:18:40.834Z,647,http://localhost:3000/words/tables/sentences?ids=3564,3,unresolved_historical_source,9
