sentence_id,audio_file_name,audio_absolute_path,audio_created_at,current_english_sentence,current_persian_translation,stored_audio_source_text,historical_source_text,evidence_method,historical_candidate_count,snapshot_commit,snapshot_created_at,snapshot_delay_minutes,local_sentence_url,difference_percent,priority,risk_level,review_status,qa_score
106,s__106__sentence_en_meaning_fa__1770435165313.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__106__sentence_en_meaning_fa__1770435165313.mp3,2026-02-07T03:32:45.313Z,A glass sphere caught the sunlight on the shelf.,یک کرهٔ شیشه‌ای نور خورشید را روی قفسه گرفت.,یک کرهٔ شیشه‌ای نور خورشید را روی قفسه گرفت.,یک گوی شیشه ای روی قفسه نور خورشید را گرفت.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.8,http://localhost:3000/words/tables/sentences?ids=106,52.9,1,very_high,historical_text_differs_from_current_text,9.2
227,s__227__sentence_en_meaning_fa__1770435179706.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__227__sentence_en_meaning_fa__1770435179706.mp3,2026-02-07T03:32:59.706Z,A crane lifted the steel beam into place.,یک جرثقیل تیر فولادی را به جایگاه بلند کرد.,یک جرثقیل تیر فولادی را به جایگاه بلند کرد.,جرثقیل تیرآهن را در جای خودش بالا برد.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.6,http://localhost:3000/words/tables/sentences?ids=227,52.9,1,very_high,historical_text_differs_from_current_text,9.2
260,s__260__sentence_en_meaning_fa__1770435183770.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__260__sentence_en_meaning_fa__1770435183770.mp3,2026-02-07T03:33:03.770Z,She used a pin to mark the spot on the map.,او از یک سنجاق برای علامت زدن نقطه روی نقشه استفاده کرد.,او از یک سنجاق برای علامت زدن نقطه روی نقشه استفاده کرد.,او با سنجاق جای آن نقطه را روی نقشه علامت زد.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.5,http://localhost:3000/words/tables/sentences?ids=260,52.3,1,very_high,historical_text_differs_from_current_text,9.2
225,s__225__sentence_en_meaning_fa__1770435179456.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__225__sentence_en_meaning_fa__1770435179456.mp3,2026-02-07T03:32:59.456Z,A fire truck raced past with its siren on.,یک ماشین آتش‌نشانی با سرعت رفتن عبور کرد در حالی که آژیرش روشن بود.,یک ماشین آتش‌نشانی با سرعت رفتن عبور کرد در حالی که آژیرش روشن بود.,یک ماشین آتش نشانی با آژیر روشن رد شد.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.6,http://localhost:3000/words/tables/sentences?ids=225,51.9,1,very_high,historical_text_differs_from_current_text,9.2
369,s__369__sentence_en_meaning_fa__1770435196560.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__369__sentence_en_meaning_fa__1770435196560.mp3,2026-02-07T03:33:16.560Z,She trimmed the roses with pruning shears.,او رزها را با قیچی باغبانی هرس کرد.,او رزها را با قیچی باغبانی هرس کرد.,او با قیچی باغبانی رزها را کوتاه کرد.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.3,http://localhost:3000/words/tables/sentences?ids=369,51.7,1,very_high,historical_text_differs_from_current_text,9.2
211,s__211__sentence_en_meaning_fa__1770435177842.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__211__sentence_en_meaning_fa__1770435177842.mp3,2026-02-07T03:32:57.842Z,A cargo ship waited offshore for its turn.,یک کشتی باری دور از ساحل برای نوبت خود منتظر ماند.,یک کشتی باری دور از ساحل برای نوبت خود منتظر ماند.,یک کشتی باری بیرون از ساحل منتظر نوبتش بود.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.6,http://localhost:3000/words/tables/sentences?ids=211,51.3,1,very_high,historical_text_differs_from_current_text,9.2
250,s__250__sentence_en_meaning_fa__1770435182611.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__250__sentence_en_meaning_fa__1770435182611.mp3,2026-02-07T03:33:02.611Z,I ran out of paper halfway through printing.,من در نیمه راه چاپ کردن کاغذ تمام شد.,من در نیمه راه چاپ کردن کاغذ تمام شد.,من وسط چاپ کاغذم تمام شد.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.6,http://localhost:3000/words/tables/sentences?ids=250,50,1,very_high,historical_text_differs_from_current_text,9.2
347,s__347__sentence_en_meaning_fa__1770435194021.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__347__sentence_en_meaning_fa__1770435194021.mp3,2026-02-07T03:33:14.021Z,He used a trimmer to tidy his beard.,او از ماشین اصلاح برای مرتب کردن ریشش استفاده کرد.,او از ماشین اصلاح برای مرتب کردن ریشش استفاده کرد.,او با ماشین اصلاح ریشش را مرتب کرد.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.4,http://localhost:3000/words/tables/sentences?ids=347,50,1,very_high,historical_text_differs_from_current_text,9.2
238,s__238__sentence_en_meaning_fa__1770435181187.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__238__sentence_en_meaning_fa__1770435181187.mp3,2026-02-07T03:33:01.187Z,We played dominoes at the kitchen table.,ما دومینو را روی میز آشپزخانه بازی کردیم.,ما دومینو را روی میز آشپزخانه بازی کردیم.,ما سر میز آشپزخانه دومینو بازی کردیم.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.6,http://localhost:3000/words/tables/sentences?ids=238,48.5,1,high,historical_text_differs_from_current_text,9.2
41,s__41__sentence_en_meaning_fa__1770435157169.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__41__sentence_en_meaning_fa__1770435157169.mp3,2026-02-07T03:32:37.169Z,The sauce sat in a small bowl.,سس در یک کاسه کوچک قرار داشتن.,سس در یک کاسه کوچک قرار داشتن.,سس در یک پیاله کوچک بود.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,95,http://localhost:3000/words/tables/sentences?ids=41,47.8,1,high,historical_text_differs_from_current_text,9.2
210,s__210__sentence_en_meaning_fa__1770435177737.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__210__sentence_en_meaning_fa__1770435177737.mp3,2026-02-07T03:32:57.737Z,We saw a dhow anchored near the harbor.,ما یک لنج را دیدیم که نزدیک بندر لنگر انداختن.,ما یک لنج را دیدیم که نزدیک بندر لنگر انداختن.,ما یک لنج را نزدیک بندر دیدیم.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.6,http://localhost:3000/words/tables/sentences?ids=210,47.2,1,high,historical_text_differs_from_current_text,9.2
233,s__233__sentence_en_meaning_fa__1770435180618.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__233__sentence_en_meaning_fa__1770435180618.mp3,2026-02-07T03:33:00.618Z,He practiced tricks with his yo-yo after school.,او بعد از مدرسه حرکت نمایشی با یویو تمرین کرد.,او بعد از مدرسه حرکت نمایشی با یویو تمرین کرد.,او بعد از مدرسه با یویو تمرین ترفند می‌کرد.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.6,http://localhost:3000/words/tables/sentences?ids=233,47.2,1,high,historical_text_differs_from_current_text,9.2
306,s__306__sentence_en_meaning_fa__1770435189228.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__306__sentence_en_meaning_fa__1770435189228.mp3,2026-02-07T03:33:09.228Z,He wore an undershirt under his dress shirt.,او زیر پیراهن رسمی‌اش یک زیرپیراهنی پوشید.,او زیر پیراهن رسمی‌اش یک زیرپیراهنی پوشید.,او زیرپوش را زیر پیراهن رسمی‌اش پوشید.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.4,http://localhost:3000/words/tables/sentences?ids=306,47.1,1,high,historical_text_differs_from_current_text,9.2
388,s__388__sentence_en_meaning_fa__1770435198789.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__388__sentence_en_meaning_fa__1770435198789.mp3,2026-02-07T03:33:18.789Z,She fixed the hem with her sewing machine.,او لبه لباس را با چرخ خیاطی‌اش درست کرد.,او لبه لباس را با چرخ خیاطی‌اش درست کرد.,او با چرخ خیاطی لبه را درست کرد.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.3,http://localhost:3000/words/tables/sentences?ids=388,46.7,1,high,historical_text_differs_from_current_text,9.2
308,s__308__sentence_en_meaning_fa__1770435189472.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__308__sentence_en_meaning_fa__1770435189472.mp3,2026-02-07T03:33:09.472Z,She buttoned her coat before stepping outside.,او قبل از قدم گذاشتن به بیرون، کتش را دکمه کرد.,او قبل از قدم گذاشتن به بیرون، کتش را دکمه کرد.,او قبل از بیرون رفتن پالتو را دکمه کرد.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.4,http://localhost:3000/words/tables/sentences?ids=308,45.7,1,high,historical_text_differs_from_current_text,9.2
313,s__313__sentence_en_meaning_fa__1770435190046.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__313__sentence_en_meaning_fa__1770435190046.mp3,2026-02-07T03:33:10.046Z,Everyone wore the same uniform at the restaurant.,همه در رستوران یک یونیفرم یکسان پوشیدند.,همه در رستوران یک یونیفرم یکسان پوشیدند.,همه در رستوران لباس فرم پوشیده بودند.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.4,http://localhost:3000/words/tables/sentences?ids=313,45.5,1,high,historical_text_differs_from_current_text,9.2
318,s__318__sentence_en_meaning_fa__1770435190643.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__318__sentence_en_meaning_fa__1770435190643.mp3,2026-02-07T03:33:10.643Z,Her boots were soaked after the hike.,چکمه‌هایش بعد از پیاده‌روی خیس بودند.,چکمه‌هایش بعد از پیاده‌روی خیس بودند.,بوت بعد از پیاده‌روی خیس شده بود.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.4,http://localhost:3000/words/tables/sentences?ids=318,44.8,1,high,historical_text_differs_from_current_text,9.2
234,s__234__sentence_en_meaning_fa__1770435180730.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__234__sentence_en_meaning_fa__1770435180730.mp3,2026-02-07T03:33:00.730Z,She kept the hula hoop spinning around her waist.,او حلقه هولاهوپ را دور کمرش در حال چرخش نگه داشت.,او حلقه هولاهوپ را دور کمرش در حال چرخش نگه داشت.,او حلقه بازی را دور کمرش می‌چرخاند.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.6,http://localhost:3000/words/tables/sentences?ids=234,44.7,1,high,historical_text_differs_from_current_text,9.2
35,s__35__sentence_en_meaning_fa__1770435156280.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__35__sentence_en_meaning_fa__1770435156280.mp3,2026-02-07T03:32:36.280Z,She reached for the salt shaker during dinner.,او در طول شام به سمت نمکدان دست دراز کردن.,او در طول شام به سمت نمکدان دست دراز کردن.,او هنگام شام دستش را به سمت نمکدان دراز کرد.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,95,http://localhost:3000/words/tables/sentences?ids=35,44.1,1,high,historical_text_differs_from_current_text,9.2
48,s__48__sentence_en_meaning_fa__1770435158138.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__48__sentence_en_meaning_fa__1770435158138.mp3,2026-02-07T03:32:38.138Z,The toaster popped up the bread.,توستر نان را بالا پریدن.,توستر نان را بالا پریدن.,توستر نان را بیرون انداخت.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,95,http://localhost:3000/words/tables/sentences?ids=48,42.9,1,high,historical_text_differs_from_current_text,9.2
162,s__162__sentence_en_meaning_fa__1770435172083.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__162__sentence_en_meaning_fa__1770435172083.mp3,2026-02-07T03:32:52.083Z,She shaped the clay into a small bowl.,او خاک رس را به یک کاسهٔ کوچک شکل داد.,او خاک رس را به یک کاسهٔ کوچک شکل داد.,او رس را به شکل یک کاسه کوچک درآورد.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.7,http://localhost:3000/words/tables/sentences?ids=162,42.9,1,high,historical_text_differs_from_current_text,9.2
93,s__93__sentence_en_meaning_fa__1770435163652.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__93__sentence_en_meaning_fa__1770435163652.mp3,2026-02-07T03:32:43.652Z,Vegetables cooked quickly in the wok.,سبزی‌ها در تابه ووک به‌سرعت پختند.,سبزی‌ها در تابه ووک به‌سرعت پختند.,سبزیجات در وُک سریع پختند.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.9,http://localhost:3000/words/tables/sentences?ids=93,42.3,1,high,historical_text_differs_from_current_text,9.2
209,s__209__sentence_en_meaning_fa__1770435177631.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__209__sentence_en_meaning_fa__1770435177631.mp3,2026-02-07T03:32:57.631Z,The ship pulled into port at dawn.,کشتی در سپیده دم وارد شدن بندر شد.,کشتی در سپیده دم وارد شدن بندر شد.,کشتی سحر وارد بندر شد.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.6,http://localhost:3000/words/tables/sentences?ids=209,42.3,1,high,historical_text_differs_from_current_text,9.2
271,s__271__sentence_en_meaning_fa__1770435185002.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__271__sentence_en_meaning_fa__1770435185002.mp3,2026-02-07T03:33:05.002Z,That chair is surprisingly comfortable for long meetings.,آن صندلی برای جلسات طولانی به طرز شگفت انگیز راحت است.,آن صندلی برای جلسات طولانی به طرز شگفت انگیز راحت است.,این صندلی برای جلسه‌های طولانی خیلی راحت است.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.5,http://localhost:3000/words/tables/sentences?ids=271,41.9,1,high,historical_text_differs_from_current_text,9.2
241,s__241__sentence_en_meaning_fa__1770435181513.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__241__sentence_en_meaning_fa__1770435181513.mp3,2026-02-07T03:33:01.513Z,The security guard carried a gun on his belt.,نگهبان امنیت یک اسلحه روی کمربندش حمل می‌کرد.,نگهبان امنیت یک اسلحه روی کمربندش حمل می‌کرد.,نگهبان امنیتی یک تفنگ روی کمربند داشت.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.6,http://localhost:3000/words/tables/sentences?ids=241,41.7,1,high,historical_text_differs_from_current_text,9.2
249,s__249__sentence_en_meaning_fa__1770435182473.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__249__sentence_en_meaning_fa__1770435182473.mp3,2026-02-07T03:33:02.473Z,The pencil sharpener is jammed again.,مداد تراش دوباره گیر کردن.,مداد تراش دوباره گیر کردن.,تراش مداد دوباره گیر کرده است.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.6,http://localhost:3000/words/tables/sentences?ids=249,41.7,1,high,historical_text_differs_from_current_text,9.2
316,s__316__sentence_en_meaning_fa__1770435190407.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__316__sentence_en_meaning_fa__1770435190407.mp3,2026-02-07T03:33:10.407Z,He showed up in a tracksuit and a cap.,او با یک گرمکن ورزشی و یک کلاه ظاهر شد.,او با یک گرمکن ورزشی و یک کلاه ظاهر شد.,او با گرمکن و یک کلاه آمد.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.4,http://localhost:3000/words/tables/sentences?ids=316,41.4,1,high,historical_text_differs_from_current_text,9.2
64,s__64__sentence_en_meaning_fa__1770435160168.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__64__sentence_en_meaning_fa__1770435160168.mp3,2026-02-07T03:32:40.168Z,The cookies stayed fresh in an airtight container.,کوکی‌ها در یک ظرف دربسته تازه باقی ماندن.,کوکی‌ها در یک ظرف دربسته تازه باقی ماندن.,کلوچه‌ها در ظرف درب دار تازه ماندند.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.9,http://localhost:3000/words/tables/sentences?ids=64,40.6,1,high,historical_text_differs_from_current_text,9.2
214,s__214__sentence_en_meaning_fa__1770435178186.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__214__sentence_en_meaning_fa__1770435178186.mp3,2026-02-07T03:32:58.186Z,A helicopter hovered over the highway.,یک هلیکوپتر بر فراز بزرگراه معلق ماندن.,یک هلیکوپتر بر فراز بزرگراه معلق ماندن.,یک بالگرد بالای بزرگراه معلق ماند.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.6,http://localhost:3000/words/tables/sentences?ids=214,40.6,1,high,historical_text_differs_from_current_text,9.2
277,s__277__sentence_en_meaning_fa__1770435185701.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__277__sentence_en_meaning_fa__1770435185701.mp3,2026-02-07T03:33:05.701Z,The bookshelf in my office is completely full.,قفسه کتاب در دفتر کار من کاملاً پر است.,قفسه کتاب در دفتر کار من کاملاً پر است.,کتابخانه اتاق کارم کاملاً پر است.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.5,http://localhost:3000/words/tables/sentences?ids=277,40,1,high,historical_text_differs_from_current_text,9.2
324,s__324__sentence_en_meaning_fa__1770435191301.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__324__sentence_en_meaning_fa__1770435191301.mp3,2026-02-07T03:33:11.301Z,She adjusted her headscarf before leaving the house.,او قبل از ترک کردن خانه روسری‌اش را تنظیم کرد.,او قبل از ترک کردن خانه روسری‌اش را تنظیم کرد.,او پیش از بیرون رفتن روسری را تنظیم کرد.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.4,http://localhost:3000/words/tables/sentences?ids=324,40,1,high,historical_text_differs_from_current_text,9.2
373,s__373__sentence_en_meaning_fa__1770435197046.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__373__sentence_en_meaning_fa__1770435197046.mp3,2026-02-07T03:33:17.046Z,This speaker is loud enough for the backyard.,این بلندگو برای حیاط به اندازه کافی بلند است.,این بلندگو برای حیاط به اندازه کافی بلند است.,این اسپیکر برای حیاط کافی بلند است.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.3,http://localhost:3000/words/tables/sentences?ids=373,38.9,1,high,historical_text_differs_from_current_text,9.2
85,s__85__sentence_en_meaning_fa__1770435162772.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__85__sentence_en_meaning_fa__1770435162772.mp3,2026-02-07T03:32:42.772Z,He crushed garlic using the pestle.,او سیر را با استفاده از دسته هاون له کرد.,او سیر را با استفاده از دسته هاون له کرد.,او سیر را با دسته هاون خرد کرد.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.9,http://localhost:3000/words/tables/sentences?ids=85,38.7,1,high,historical_text_differs_from_current_text,9.2
292,s__292__sentence_en_meaning_fa__1770435187556.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__292__sentence_en_meaning_fa__1770435187556.mp3,2026-02-07T03:33:07.556Z,She zipped up her hoodie before heading out.,او قبل از رفتن بیرون، هودی‌اش را زیپ کشید.,او قبل از رفتن بیرون، هودی‌اش را زیپ کشید.,او قبل از بیرون رفتن هودی را زیپ کرد.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.5,http://localhost:3000/words/tables/sentences?ids=292,38.7,1,high,historical_text_differs_from_current_text,9.2
357,s__357__sentence_en_meaning_fa__1770435195203.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__357__sentence_en_meaning_fa__1770435195203.mp3,2026-02-07T03:33:15.203Z,An adjustable wrench works for different bolt sizes.,یک آچار قابل تنظیم برای اندازه‌های مختلف پیچ کار می‌کند.,یک آچار قابل تنظیم برای اندازه‌های مختلف پیچ کار می‌کند.,یک آچار فرانسه برای پیچ‌های مختلف کار می‌کند.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.3,http://localhost:3000/words/tables/sentences?ids=357,38.6,1,high,historical_text_differs_from_current_text,9.2
147,s__147__sentence_en_meaning_fa__1770435170254.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__147__sentence_en_meaning_fa__1770435170254.mp3,2026-02-07T03:32:50.254Z,I can't find my wallet anywhere.,من کیف پولم را هیچ جا پیدا نمی‌کنم.,من کیف پولم را هیچ جا پیدا نمی‌کنم.,هیچ‌جا کیف پولم را پیدا نمی‌کنم.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.8,http://localhost:3000/words/tables/sentences?ids=147,38.5,1,high,historical_text_differs_from_current_text,9.2
90,s__90__sentence_en_meaning_fa__1770435163331.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__90__sentence_en_meaning_fa__1770435163331.mp3,2026-02-07T03:32:43.331Z,Eggs slid easily in the non-stick pan.,تخم‌مرغ‌ها در ماهیتابهٔ نچسب به راحتی لغزیدند.,تخم‌مرغ‌ها در ماهیتابهٔ نچسب به راحتی لغزیدند.,تخم‌مرغ‌ها در تابه نچسب راحت سر می‌خوردند.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.9,http://localhost:3000/words/tables/sentences?ids=90,37.8,1,high,historical_text_differs_from_current_text,9.2
96,s__96__sentence_en_meaning_fa__1770435164041.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__96__sentence_en_meaning_fa__1770435164041.mp3,2026-02-07T03:32:44.041Z,He poured dough into the loaf pan.,او مایه کیک را در قالب نان ریخت.,او مایه کیک را در قالب نان ریخت.,او خمیر را داخل قالب نان ریخت.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.9,http://localhost:3000/words/tables/sentences?ids=96,37.5,1,high,historical_text_differs_from_current_text,9.2
339,s__339__sentence_en_meaning_fa__1770435193039.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__339__sentence_en_meaning_fa__1770435193039.mp3,2026-02-07T03:33:13.039Z,I put on headphones to focus at work.,من برای تمرکز کردن در محل کار هدفون می‌گذارم.,من برای تمرکز کردن در محل کار هدفون می‌گذارم.,برای تمرکز در کار هدفون گذاشتم.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.4,http://localhost:3000/words/tables/sentences?ids=339,37.1,1,high,historical_text_differs_from_current_text,9.2
24,s__24__sentence_en_meaning_fa__1770435154813.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__24__sentence_en_meaning_fa__1770435154813.mp3,2026-02-07T03:32:34.813Z,The bathroom is down the hall on the right.,حمام پایینِ راهرو در سمت راست است.,حمام پایینِ راهرو در سمت راست است.,دستشویی پایین راهرو سمت راست است.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,95,http://localhost:3000/words/tables/sentences?ids=24,37,1,high,historical_text_differs_from_current_text,9.2
175,s__175__sentence_en_meaning_fa__1770435173584.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__175__sentence_en_meaning_fa__1770435173584.mp3,2026-02-07T03:32:53.584Z,"He has a nut allergy, so he skips dessert.",او به آجیل حساسیت دارد، برای همین دسر را نمی‌خورد.,او به آجیل حساسیت دارد، برای همین دسر را نمی‌خورد.,او به آجیل حساسیت دارد، پس دسر را کنار می‌گذارد.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.7,http://localhost:3000/words/tables/sentences?ids=175,36.8,1,high,historical_text_differs_from_current_text,9.2
63,s__63__sentence_en_meaning_fa__1770435160062.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__63__sentence_en_meaning_fa__1770435160062.mp3,2026-02-07T03:32:40.062Z,She stored rice in a storage container.,او برنج را در یک ظرف نگهداری ذخیره کرد.,او برنج را در یک ظرف نگهداری ذخیره کرد.,او برنج را در ظرف نگهدارنده نگه داشت.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.9,http://localhost:3000/words/tables/sentences?ids=63,36.7,1,high,historical_text_differs_from_current_text,9.2
317,s__317__sentence_en_meaning_fa__1770435190505.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__317__sentence_en_meaning_fa__1770435190505.mp3,2026-02-07T03:33:10.505Z,"Take off your shoes at the door, please.",لطفاً کفش‌هایت را دم در درآوردن.,لطفاً کفش‌هایت را دم در درآوردن.,لطفاً کفش را دم در دربیار.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.4,http://localhost:3000/words/tables/sentences?ids=317,36,1,high,historical_text_differs_from_current_text,9.2
261,s__261__sentence_en_meaning_fa__1770435183881.mp3,/Users/seyedbehrangkaboudi/Personal-Local/Projects/NextJS/Anki/public/audio/sentences/s__261__sentence_en_meaning_fa__1770435183881.mp3,2026-02-07T03:33:03.881Z,I used tape to seal the package.,من از چسب برای مهر و موم کردن بسته استفاده کردم.,من از چسب برای مهر و موم کردن بسته استفاده کردم.,از نوارچسب برای چسباندن بسته استفاده کردم.,unique_legacy_word_with_same_english_sentence,1,f950377b3,2026-02-07T05:07:36.025Z,94.5,http://localhost:3000/words/tables/sentences?ids=261,35.1,1,high,historical_text_differs_from_current_text,9.2
